#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -            998 F1492_NODE_192_length_2734_cov_4.760358_1 -            911         4   -2.1  18.5   1   2    0.0005     0.034    4.8   2.5    19   908   204   271   118   311 0.56 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -            998 F1492_NODE_192_length_2734_cov_4.760358_1 -            911         4   -2.1  18.5   2   2     0.037       2.5   -1.4   8.2   858   975   768   885   741   904 0.42 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -           1394 F1492_NODE_208_length_2698_cov_4.109724_1 -            822     0.023    5.1  33.6   1   1    0.0014     0.031    4.6  33.6   111   435   190   463   139   499 0.36 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta -            558 F1492_NODE_208_length_2698_cov_4.109724_1 -            822       2.2   -0.7  17.7   1   1      0.16       3.5   -1.4  17.7   451   531   196   275   184   287 0.45 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta      -            771 F1492_NODE_208_length_2698_cov_4.109724_1 -            822       3.5   -2.3  18.0   1   1      0.29       6.6   -3.2  18.0     9    82   199   272   189   290 0.54 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1492_NODE_332_length_2386_cov_5.056628_1 -            768       4.7   -2.3  23.8   1   2     0.021       0.7    0.4  17.6    35   128    97   190    46   237 0.38 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1492_NODE_332_length_2386_cov_5.056628_1 -            768       4.7   -2.3  23.8   2   2     0.017      0.59    0.7   0.4    70    90   565   585   532   649 0.57 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1492_NODE_332_length_2386_cov_5.056628_1 -            768       7.7   -2.9  28.5   1   2     0.017      0.57    0.9  20.2   502   597    79   173    36   226 0.33 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1492_NODE_332_length_2386_cov_5.056628_1 -            768       7.7   -2.9  28.5   2   2     0.014      0.47    1.1   1.2   492   513   564   585   531   661 0.49 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -           1394 F1492_NODE_346_length_2354_cov_30.334493_2 -            484   0.00015   12.3   9.7   1   1     3e-06    0.0002   11.9   9.7   164   602    32   394     7   412 0.35 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -           1028 F1492_NODE_393_length_2262_cov_11.292705_4 -            754     0.031    4.9  18.0   1   1   0.00078     0.053    4.2  18.0   139   298    61   209    15   302 0.46 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta        -            978 F1492_NODE_398_length_2252_cov_9.353664_2 -            742   5.4e-05   14.2  17.2   1   2    0.0031     0.026    5.4   0.3   882   922   291   331    29   354 0.49 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta        -            978 F1492_NODE_398_length_2252_cov_9.353664_2 -            742   5.4e-05   14.2  17.2   2   2     2e-05   0.00017   12.6  11.3    45   100   661   716   532   734 0.55 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -            998 F1492_NODE_398_length_2252_cov_9.353664_2 -            742     0.012    6.2  35.0   1   2       0.4       3.4   -1.8   9.6   597   848   141   330    85   354 0.43 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -            998 F1492_NODE_398_length_2252_cov_9.353664_2 -            742     0.012    6.2  35.0   2   2   1.2e-05    0.0001   13.1  17.8   599   851   390   724   365   734 0.52 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1492_NODE_398_length_2252_cov_9.353664_2 -            742     0.035    4.9  13.2   1   1    0.0062     0.053    4.3  13.2   506   579   651   722   594   740 0.33 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta -            709 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.28    1.9  18.3   1   2      0.13       1.1   -0.1   0.3    47   129   170   252   141   270 0.75 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta -            709 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.28    1.9  18.3   2   2    0.0044     0.037    4.8  12.6    21    81   656   716   607   739 0.38 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta        -            831 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.31    1.8  30.9   1   2     0.039      0.33    1.7   3.1   689   728   293   332   142   352 0.43 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta        -            831 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.31    1.8  30.9   2   2    0.0024      0.02    5.8  19.9   736   802   652   718   612   734 0.36 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta     -            796 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.32    1.4  28.1   1   3     0.032      0.27    1.6   0.1   649   750   124   222   100   253 0.86 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta     -            796 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.32    1.4  28.1   2   3       0.3       2.6   -1.6   2.2   663   750   253   342   213   352 0.65 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta     -            796 F1492_NODE_398_length_2252_cov_9.353664_2 -            742      0.32    1.4  28.1   3   3   0.00055    0.0047    7.5  15.8   709   794   633   718   579   733 0.57 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -            921 F1492_NODE_398_length_2252_cov_9.353664_2 -            742       1.4   -0.1  33.2   1   2      0.05      0.42    1.6   4.0   805   867   271   333   132   353 0.37 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -            921 F1492_NODE_398_length_2252_cov_9.353664_2 -            742       1.4   -0.1  33.2   2   2    0.0094      0.08    4.0  21.2   822   908   659   717   623   734 0.30 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta      -            771 F1492_NODE_398_length_2252_cov_9.353664_2 -            742       1.7   -1.2  23.9   1   1      0.38       3.3   -2.2  23.9     7    68   658   719   641   740 0.30 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1492_NODE_511_length_2097_cov_47.435357_3 -            553       0.1    3.2  14.7   1   2    0.0001    0.0017    9.1   7.6   848   895   102   149    50   170 0.46 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1492_NODE_511_length_2097_cov_47.435357_3 -            553       0.1    3.2  14.7   2   2      0.56       9.6   -3.3   0.6   754   775   308   322   268   349 0.36 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta     -            586 F1492_NODE_511_length_2097_cov_47.435357_3 -            553      0.87    0.1  25.7   1   2    0.0013     0.022    5.4  14.5    23   107    91   175    33   212 0.44 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta     -            586 F1492_NODE_511_length_2097_cov_47.435357_3 -            553      0.87    0.1  25.7   2   2     0.038      0.64    0.5   3.3    33   116   334   417   289   434 0.60 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -            604 F1492_NODE_511_length_2097_cov_47.435357_3 -            553       1.2   -0.2  30.2   1   2    0.0011      0.02    5.7  18.8   453   582    41   159     7   188 0.38 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -            604 F1492_NODE_511_length_2097_cov_47.435357_3 -            553       1.2   -0.2  30.2   2   2     0.066       1.1   -0.1   3.5   422   582   356   413   267   432 0.41 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -            998 F1492_NODE_511_length_2097_cov_47.435357_3 -            553         4   -2.1  19.5   1   2    0.0037     0.063    3.9  11.6   924   971   103   150    78   172 0.36 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -            998 F1492_NODE_511_length_2097_cov_47.435357_3 -            553         4   -2.1  19.5   2   2      0.22       3.7   -2.0   0.9   104   144   290   332   259   352 0.48 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -            636 F1492_NODE_737_length_1865_cov_7.467403_2 -            621      0.11    3.2  25.8   1   2      0.19        13   -3.5   1.7   192   192   102   102    19   215 0.56 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -            636 F1492_NODE_737_length_1865_cov_7.467403_2 -            621      0.11    3.2  25.8   2   2   8.7e-06   0.00059   10.8  16.6    15   209   321   511   311   515 0.87 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1492_NODE_820_length_1803_cov_7.028604_3 -            600   0.00016   12.5  11.3   1   1   4.5e-06   0.00031   11.6  11.3    10   175   212   379   204   385 0.77 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.361.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.361.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/6b/8e59788ea1bed1b567909237b13c47
# Date:            Thu Jul 21 16:23:21 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta            -           1216 F1598_NODE_2186_length_1035_cov_3.160204_3 -            243    0.0053    7.4  10.6   1   1   0.00036    0.0061    7.2  10.6    55   213    32   190    21   222 0.70 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1598_NODE_2186_length_1035_cov_3.160204_3 -            243     0.046    4.4  13.1   1   1    0.0032     0.054    4.1  13.1    23   181    49   183    26   223 0.32 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -            998 F1598_NODE_2186_length_1035_cov_3.160204_3 -            243      0.46    1.1  12.1   1   1     0.032      0.55    0.8  12.1   844   948    35   139    22   190 0.45 -
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta     -            720 F1598_NODE_2186_length_1035_cov_3.160204_3 -            243      0.62    0.9  16.5   1   1     0.046      0.79    0.6  16.5    18   173    32   180    21   203 0.57 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -           1394 F1598_NODE_2594_length_961_cov_4.365342_1 -            319     0.002    8.5  10.4   1   1   0.00028    0.0024    8.3  10.4   296   441   109   189    55   290 0.35 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1598_NODE_2594_length_961_cov_4.365342_1 -            319     0.017    5.9  19.1   1   1    0.0026     0.022    5.5  19.1   452   573    71   193    64   220 0.53 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta -            558 F1598_NODE_2594_length_961_cov_4.365342_1 -            319     0.023    5.8  14.2   1   1    0.0037     0.031    5.4  14.2   460   553    78   171    49   180 0.71 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1598_NODE_2594_length_961_cov_4.365342_1 -            319     0.026    5.2  17.4   1   1     0.004     0.034    4.8  17.4    38   144    86   194    63   217 0.41 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta       -           1008 F1598_NODE_2594_length_961_cov_4.365342_1 -            319     0.076    3.8  10.9   1   1     0.011     0.097    3.5  10.9   874   960    92   178    63   203 0.64 -
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta      -            716 F1598_NODE_2594_length_961_cov_4.365342_1 -            319      0.18    2.5  11.0   1   1      0.03      0.26    2.0  11.0     8   107   111   209   101   222 0.58 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -            738 F1598_NODE_2594_length_961_cov_4.365342_1 -            319      0.19    2.3  20.0   1   1     0.029      0.24    2.0  20.0    10   135    86   212    77   222 0.70 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1598_NODE_2594_length_961_cov_4.365342_1 -            319      0.72    0.2  16.0   1   1       0.1      0.88   -0.1  16.0    31    85    92   146    69   214 0.40 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -           1028 F1598_NODE_2715_length_942_cov_3.173619_3 -            313    0.0047    7.6  14.2   1   1   0.00016    0.0054    7.5  14.2   118   299    21   192     1   311 0.34 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta        -            860 F1598_NODE_2715_length_942_cov_3.173619_3 -            313      0.31    1.9  20.6   1   1     0.013      0.43    1.4  20.6    35   186     5   158     1   229 0.51 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1598_NODE_2764_length_934_cov_2.463026_1 -            243    0.0032    8.1   8.3   1   1   0.00012     0.004    7.8   8.3    38    93    26    82     8   127 0.38 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1598_NODE_2764_length_934_cov_2.463026_1 -            243     0.035    4.6  10.2   1   1    0.0015     0.051    4.0  10.2    11    72    28    85    11   125 0.37 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -            978 F1598_NODE_2801_length_926_cov_11.670494_2 -            260      0.27    2.0  20.8   1   1     0.005      0.34    1.7  20.8   569   748    11   195     4   250 0.35 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta -            771 F1598_NODE_2879_length_915_cov_3.467442_1 -            304      0.25    1.5  10.3   1   1    0.0046      0.31    1.2  10.3    14    75   204   265   185   294 0.54 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -            738 F1598_NODE_3370_length_851_cov_3.883166_1 -            283    0.0018    9.0   3.6   1   1   2.9e-05     0.002    8.9   3.6    66   122   169   225   109   280 0.53 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1598_NODE_3464_length_839_cov_4.360969_1 -            279     0.034    4.7  12.2   1   1   0.00062     0.042    4.4  12.2    40   133    46   140     6   177 0.36 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.494.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.494.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/c5/14c61eabff100d5e2fd9baef55abb5
# Date:            Thu Jul 21 16:23:26 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -            738 F1005_NODE_12411_length_615_cov_7.153571_1 -            205       2.5   -1.4  14.6   1   1      0.08       2.7   -1.5  14.6     3   135     3   139     1   171 0.43 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1005_NODE_12411_length_615_cov_7.153571_1 -            205       8.4   -3.1  17.1   1   1       0.3        10   -3.4  17.1    10   165    13   177     1   184 0.30 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -            978 F1007_NODE_107_length_2588_cov_3.345835_2 -            862       3.8   -1.8  36.1   1   2    0.0024      0.16    2.7  18.3   772   957   284   476   130   537 0.40 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -            978 F1007_NODE_107_length_2588_cov_3.345835_2 -            862       3.8   -1.8  36.1   2   2    0.0064      0.44    1.3   9.9    57   133   721   794   616   855 0.45 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta    -            849 F1007_NODE_205_length_2151_cov_1.554866_1 -            450   2.8e-06   18.1   0.0   1   1   1.9e-07   4.4e-06   17.4   0.0   499   553   123   176   109   184 0.83 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta -           1049 F1007_NODE_205_length_2151_cov_1.554866_1 -            450   2.9e-06   18.5   0.8   1   1   1.8e-07     4e-06   18.1   0.8   475   681    77   301     4   346 0.65 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta  -           1216 F1007_NODE_205_length_2151_cov_1.554866_1 -            450   6.8e-05   13.7   0.0   1   1   3.6e-06   8.2e-05   13.4   0.0   672   722   126   175   111   333 0.83 -
