orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
F1586_NODE_7_length_3277_cov_3101.561142_2	F1586_NODE_7_length_3277_cov_3101.561142	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3275	33	REVERSE	3242	APG76979.1	1056	84.6	1056	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Zhejiang mosquito virus 3	84.6	Zhejiang_mosquito_virus_3_subsp2	Narnaviridae	Zhejiang_mosquito_virus_3_F1586C7F1586	Zhejiang_mosquito_virus_3	F1586_NODE_7_length_3277_cov_3101.561142_F1586_MapVerif_F1586_detect_F1586_round2_F1586_round3_frame3_1	C7	F1586	F1586	phylogenetically related, high RdRp similarity up to ~84% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. ). Narnaviridae_environmental_sample is the oldest sequence in the clade. However, because the name is confusing and it's not the closest to the novel genome, I will go for the second oldest sequence and coincidentally the closest to our novel sequence Zhejiang mosquito virus 3.	NA	Culex sinensis	internally divergent	Culex sinensis	_	cluster12	(+)ssRNA	non-segmented	Lenarviricota	17	12	Culex
F1588_NODE_1_length_11833_cov_1389.869587_4	F1588_NODE_1_length_11833_cov_1389.869587	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	5267	11674	FORWARD	6407	QRW41854.1	2136	69.7	2130	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	69.7	Begrized_virus	Rhabdoviridae	Begrized_virus_F1588C1F1462	Begrized_virus	F1588_NODE_1_length_11833_cov_1389.869587_F1462_detect_F1462_round2_F1462_round3_frame2_1	C1	F1588	F1462	phylogenetically forming a separate group, not high enough RdRp aa similarity to the sister clade ~69%	both samples are coming from one mosquito clade, mixed Culex mosqt likely vishnui group. F1462 was collected earlier, so I use its location for the name.	Kdei_Doung_Culex_rhabdovirus	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(-)ssRNA	non-segmented	Monjiviricetes	21	9	Culex
F1588_NODE_1_length_11833_cov_1389.869587_4	F1588_NODE_1_length_11833_cov_1389.869587	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	5267	11674	FORWARD	6407	QRW41854.1	2136	69.7	2130	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	69.7	Begrized_virus	Rhabdoviridae	Begrized_virus_F1588C1F1588	Begrized_virus	F1588_NODE_1_length_11833_cov_1389.869587_F1588_detect_F1588_round2_F1588_round3_frame2_1	C1	F1588	F1588	phylogenetically forming a separate group, not high enough RdRp aa similarity to the sister clade ~69%	both samples are coming from one mosquito clade, mixed Culex mosqt likely vishnui group. F1462 was collected earlier, so I use its location for the name.	Kdei_Doung_Culex_rhabdovirus	Culex sinensis	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(-)ssRNA	non-segmented	Monjiviricetes	21	9	Culex
F1588_NODE_16_length_2162_cov_36.273849_1	F1588_NODE_16_length_2162_cov_36.273849	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2160	265	REVERSE	1895	QIP68025.1	618	96	618	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	96	Bremia_lactucae_associated_ourmia_like_virus_1_subsp2	Botourmiaviridae	Bremia_lactucae_associated_ourmia_like_virus_1_F1588C16F1588	Bremia_lactucae_associated_ourmia_like_virus_1	F1588_NODE_16_length_2162_cov_36.273849_F1588_round2_F1588_detect_F1588_round2_F1588_round3_frame3_1	C16	F1588	F1588	phylogenetically related, high RdRp aa similarity ~90-93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae, Bremia_lactucae_associated_ourmia_like_virus_1 was submitted earlier	NA	Culex sinensis	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	19	9	Culex
F1367_NODE_2_length_7664_cov_2925.898935_1	F1367_NODE_2_length_7664_cov_2925.898935	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	3	7409	FORWARD	7406	QRD99873.1	2434	68.3	2436	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Rhodopi bunya-like virus	68.3	Xinzhou_Mosquito_Virus	Peribunyaviridae	Xinzhou_Mosquito_Virus_F1367C2F1367	Xinzhou_Mosquito_Virus	F1367_NODE_2_length_7664_cov_2925.898935_F1367_detect_F1367_round2_F1367_round3_frame3_1	C2	F1367	F1367	phylogenetically related, high RdRp similarity up to ~81% aa (90% in the most conserved Bunya RdRp region)	https://talk.ictvonline.org/ictv/proposals/2016.027a-dM.A.v2.Phasivirus.pdf based in this, 90% aa identity in the core polymerase domain (1kb)	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(-)ssRNA	segmented	Bunyavirales	23	1	Anopheles
F1367_NODE_3_length_7143_cov_133.601298_1	F1367_NODE_3_length_7143_cov_133.601298	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	3	7025	FORWARD	7022	ALD89133.1	2354	44.8	2347	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	44.8	Diaggly_virus_subsp1	Peribunyaviridae	Diaggly_virus_F1367C3F1367	Diaggly_virus	F1367_NODE_3_length_7143_cov_133.601298_F1367_detect_F1367_round2_F1367_round3_frame3_1	C3	F1367	F1367	phylogenetically related, not high enough RdRp similarity: ~43% aa (~60% in the most conserved region)	https://talk.ictvonline.org/ictv/proposals/2016.027a-dM.A.v2.Phasivirus.pdf based in this, 90% aa identity in the core polymerase domain (1kb)	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(-)ssRNA	segmented	Bunyavirales	23	1	Anopheles
F1367_NODE_4_length_7142_cov_77.610837_1	F1367_NODE_4_length_7142_cov_77.610837	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	7140	112	REVERSE	7028	ALD89133.1	2354	44.3	2371	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	44.3	Diaggly_virus_subsp2	Peribunyaviridae	Diaggly_virus_F1367C4F1367	Diaggly_virus	F1367_NODE_4_length_7142_cov_77.610837_F1367_detect_F1367_round2_F1367_round3_frame3_1	C4	F1367	F1367	phylogenetically related, not high enough RdRp similarity: ~43% aa (~60% in the most conserved region)	https://talk.ictvonline.org/ictv/proposals/2016.027a-dM.A.v2.Phasivirus.pdf based in this, 90% aa identity in the core polymerase domain (1kb)	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(-)ssRNA	segmented	Bunyavirales	23	1	Anopheles
F1367_NODE_12_length_4976_cov_10.137167_3	F1367_NODE_12_length_4976_cov_10.137167	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2775	4	REVERSE	2771	UHM27577.1	820	35.8	783	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya ochthera mantis totivirus 1	35.8	Ansforinte_virus	Totiviridae	Ansforinte_virus_F1367C12F1367	Ansforinte_virus	F1367_NODE_12_length_4976_cov_10.137167_F1367_MapVerif_F1367_detect_F1367_round2_F1367_round3_frame3_1	C12	F1367	F1367	proposed novel species, phylogenetically related to other mosquito totiviruses, ~35% RdRp aa similarity to closest relative species (a bit higher with a shorter sequence)	_	Anopheles_peditaeniatus_associated_totivirus	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	dsRNA	segmented	Chrymotiviricetes	2	1	Anopheles
F1367_NODE_33_length_3638_cov_33.225230_1	F1367_NODE_33_length_3638_cov_33.225230	N	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3530	114	REVERSE	3416	BBC45614.1	1134	67	1131	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli	67	F1367_NODE_33_length_3638_cov_33.225230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1367_NODE_208_length_2030_cov_14.963544_1	F1367_NODE_208_length_2030_cov_14.963544	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2028	55	REVERSE	1973	YP_009272903.1	637	87	633	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Fusarium poae narnavirus 2	87	Fusarium_poae_narnavirus_2	Narnaviridae	Fusarium_poae_narnavirus_2_F1367C208F1367	Fusarium_poae_narnavirus_2	F1367_NODE_208_length_2030_cov_14.963544_F1367_MapVerif_F1367_detect_F1367_round2_F1367_round3_frame3_1	C208	F1367	F1367	phylogenetically related, high RdRp similarity up to ~86% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. ). Picked the closest virus.	NA	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	(+)ssRNA	non-segmented	Lenarviricota	17	1	Anopheles
F1367_NODE_265_length_1859_cov_6.491685_1	F1367_NODE_265_length_1859_cov_6.491685	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1	1620	FORWARD	1619	UDL14417.1	541	42.4	535	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	42.4	F1367_NODE_265_length_1859_cov_6.491685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1470_NODE_2_length_7157_cov_428.287525_2	F1470_NODE_2_length_7157_cov_428.287525	N	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3618	508	REVERSE	3110	AJT39583.1	1044	49.9	1042	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	49.9	F1470_NODE_2_length_7157_cov_428.287525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1012_NODE_86_length_3331_cov_4.913614_1	F1012_NODE_86_length_3331_cov_4.913614	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	6	3236	FORWARD	3230	QIR30313.1	1079	81	1077	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 34	81	Plasmopara_viticola_lesion_associated_narnavirus_34	Narnaviridae	Plasmopara_viticola_lesion_associated_narnavirus_34_F1012C86F1012	Plasmopara_viticola_lesion_associated_narnavirus_34	F1012_NODE_86_length_3331_cov_4.913614_F1012_MapVerif_F1012_detect_F1012_round2_F1012_round3_frame3_1	C86	F1012	F1012	phylogenetically related, high RdRp similarity up to ~81% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	17	28	Aedes
F1012_NODE_304_length_2419_cov_54.767343_1	F1012_NODE_304_length_2419_cov_54.767343	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2	1975	FORWARD	1973	QGY72580.1	637	96.5	636	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus betaplasmoparae	96.5	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50	Botourmiaviridae	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50_F1012C304F1012	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50	F1012_NODE_304_length_2419_cov_54.767343_F1012_round2_F1012_detect_F1012_round2_F1012_round3_frame2_1	C304	F1012	F1012	phylogenetically related, high RdRp aa similarity ~96%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
F1489_NODE_1734_length_1508_cov_1316.233999_1	F1489_NODE_1734_length_1508_cov_1316.233999	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	34	1455	FORWARD	1421	QFR15908.1	470	71.1	471	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Spodoptera exempta insect virus 1	71.1	Cativeted_virus	Partitiviridae	Cativeted_virus_F1489C1734F1362	Cativeted_virus	F1489_NODE_1734_length_1508_cov_1316.233999_F1489_MapVerif_F1362_detect_F1362_round2_F1362_round3_frame1_1	C1734	F1489	F1362	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Mansonia_uniformis_associated_partiti_like_virus	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	dsRNA	segmented	Pisuviricota	4	1	Anopheles
F1489_NODE_1734_length_1508_cov_1316.233999_1	F1489_NODE_1734_length_1508_cov_1316.233999	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	34	1455	FORWARD	1421	QFR15908.1	470	71.1	471	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Spodoptera exempta insect virus 1	71.1	Cativeted_virus	Partitiviridae	Cativeted_virus_F1489C1734F1489	Cativeted_virus	F1489_NODE_1734_length_1508_cov_1316.233999_F1489_MapVerif_F1489_detect_F1489_round2_F1489_round3_frame1_1	C1734	F1489	F1489	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Mansonia_uniformis_associated_partiti_like_virus	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	dsRNA	segmented	Pisuviricota	4	20	Mansonia
F1036_NODE_2_length_6945_cov_19.074020_2	F1036_NODE_2_length_6945_cov_19.074020	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6943	149	REVERSE	6794	ULE62088.1	2256	44.8	2221	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Jonvirus	Mikado virus	44.8	Cloizable_virus	Phasmaviridae	Cloizable_virus_F1036C2F1036	Cloizable_virus	F1036_NODE_2_length_6945_cov_19.074020_F1036_MapVerif_F1036_detect_F1036_round2_F1036_round3_frame3_1	C2	F1036	F1036	phylogenetically related, not high enough RdRp aa similarity ~43%	most similar to Jonchet_virus also from mosquitoes	Seksork_Culex_phasmavirus_2	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	(-)ssRNA	segmented	Bunyavirales	24	13	Culex
F1352_NODE_69_length_3272_cov_31.923220_3	F1352_NODE_69_length_3272_cov_31.923220	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2777	177	REVERSE	2600	YP_009388588.1	797	85.9	793	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Leshenault partiti-like virus	85.9	Leshenault_partiti_like_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1034_NODE_1_length_13892_cov_121.603310_5	F1034_NODE_1_length_13892_cov_121.603310	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6600	13466	FORWARD	6866	QTW97825.1	2308	68.6	2283	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	68.6	Antlested_virus	Rhabdoviridae	Antlested_virus_F1034C1F1034	Antlested_virus	F1034_NODE_1_length_13892_cov_121.603310_F1034_detect_F1034_round2_F1034_round3_frame3_1	C1	F1034	F1034	phylogenetically related, not high enough RdRp aa similarity ~68%	Selsork is the village in Cambodia, where this Culex mosquito was collected	Seksork_Culex_rhabdovirus	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	(-)ssRNA	non-segmented	Monjiviricetes	21	13	Culex
F1041_NODE_1_length_10955_cov_49.590092_1	F1041_NODE_1_length_10955_cov_49.590092	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	10892	3294	REVERSE	7598	YP_009553255.1	2520	98.8	2532	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Culex pipiens-associated Tunisia virus	98.8	Culex_pipiens_associated_Tunisia_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1042_NODE_4_length_2800_cov_341.222587_3	F1042_NODE_4_length_2800_cov_341.222587	N	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1488	64	REVERSE	1424	AXQ04793.1	357	98.9	357	Sobelivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	Luteoviridae	NA	Culex-associated Luteo-like virus	98.9	Culex_associated_Luteo_like_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1252_NODE_1_length_3748_cov_16.256702_1	F1252_NODE_1_length_3748_cov_16.256702	N	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	599	2152	FORWARD	1553	QLG97045.1	746	77.4	518	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Gammacarmovirus	Soybean yellow mottle mosaic virus	77.4	F1252_NODE_1_length_3748_cov_16.256702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1252_NODE_24_length_1618_cov_11.545106_1	F1252_NODE_24_length_1618_cov_11.545106	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2	1567	FORWARD	1565	QKK35392.1	543	74.9	522	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1	74.9	Bullivilm_virus	Partitiviridae	Bullivilm_virus_F1252C24F1252	Bullivilm_virus	F1252_NODE_24_length_1618_cov_11.545106_F1252_MapVerif_F1252_detect_F1252_round2_F1252_round3_frame5_1	C24	F1252	F1252	phylogenetically related, not high enough RdRp aa similarity ~75%	_	Tuol_Kruos_Culex_partiti_like_virus	Culex cinctellus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	dsRNA	segmented	Pisuviricota	4	9	Culex
F1576_NODE_2_length_14073_cov_9898.004851_2	F1576_NODEs_2_25945_25414_25622_8_26117_15_chimera	G	ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	6239	3	REVERSE	6236	AHA43392.1	5092	98.4	2078	Nidovirales	Pisuviricota	Pisoniviricetes	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	98.4	Nam_Dinh_virus	Mesoniviridae	Nam_Dinh_virus_F1576C2C25945C25414C25622C8C26117C15F1576	Nam_Dinh_virus	F1576_NODEs_2_25945_25414_25622_8_26117_15_chimera_F1576_MapVerif_F1576_detect_frame_2and3	C2C25945C25414C25622C8C26117C15	F1576	F1576	phylogenetically related, high RdRp aa similarity ~99%	There's also Odorna virus, but it is definitely a synonym and it was published much later, so using the older name	Nam_Dinh_virus	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Pisuviricota	9	17	Culex
F1191_NODE_4_length_9750_cov_4006.621454_2	F1191_NODE_4_length_9750_cov_4006.621454	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	75	8885	FORWARD	8810	QHA33742.1	3134	51.8	3164	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Atrato Virga-like virus 3	51.8	Binsibes_virus	Virgaviridae	Binsibes_virus_F1191C4F1191	Binsibes_virus	F1191_NODE_4_length_9750_cov_4006.621454_F1191_MapVerif_F1191_detect_F1191_round2_F1191_round3_frame3_1	C4	F1191	F1191	phylogenetically related, not high enough RdRp aa similarity ~52%	new species, add the number 8 as it doesn't yet exist	Atrato_Virga_like_virus_8	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1194; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27	(+)ssRNA	non-segmented	Kitrinoviricota	12	27	Aedes
F1191_NODE_7_length_7342_cov_35.660217_2	F1191_NODE_7_length_7342_cov_35.660217	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3777	493	REVERSE	3284	UGO48654.1	1033	54.1	1042	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	54.1	Adjoured_virus	Totiviridae	Adjoured_virus_F1191C7F1191	Adjoured_virus	F1191_NODE_7_length_7342_cov_35.660217_F1191_MapVerif_F1191_detect_F1191_round2_F1191_round3_frame2_1	C7	F1191	F1191	proposed novel species, phylogenetically related to other mosquito totiviruses, ~50% RdRp aa similarity to closest relative species	_	Aedes_gardneri_toti_like_virus	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1194; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27	dsRNA	segmented	Chrymotiviricetes	2	27	Aedes
F1632_NODE_15_length_6869_cov_140.488553_1	F1632_NODE_15_length_6869_cov_140.488553	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	61	6756	FORWARD	6695	QOI91450.1	2217	65.8	2234	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	65.8	Adableaps_virus	Phenuiviridae	Adableaps_virus_F1632C15F1632	Adableaps_virus	F1632_NODE_15_length_6869_cov_140.488553_F1632_MapVerif_F1632_detect_F1632_round2_frame1	C15	F1632	F1632	proposed new species name based on the host genus and genetic divergence (65% aa similarity of L segment with RefSeq reference of PCLV, 65% similarity with the novel putative Coquillettidia phasivirus)	Putative novel species	Mansonia_phasivirus	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	(-)ssRNA	segmented	Bunyavirales	25	20	Mansonia
F1632_NODE_15_length_6869_cov_140.488553_1	F1632_NODE_15_length_6869_cov_140.488553	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	61	6756	FORWARD	6695	QOI91450.1	2217	65.8	2234	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	65.8	Adableaps_virus	Phenuiviridae	Adableaps_virus_F1632C15F1623	Adableaps_virus	F1632_NODE_15_length_6869_cov_140.488553_F1632_MapVerif_F1623_detect_F1623_round2_frame1	C15	F1632	F1623	proposed new species name based on the host genus and genetic divergence (65% aa similarity of L segment with RefSeq reference of PCLV, 65% similarity with the novel putative Coquillettidia phasivirus)	Putative novel species	Mansonia_phasivirus	Mansonia indiana	misannotated	Mansonia uniformis	Possibly misannotated uniformis, because:  1) it clusters with uniformis on SKA; 2) it was quite poorly sequenced (few reads, P2M platform); 3) it has the same phasivirus virus as the uniformis F1632. For further conclusiveness, COI and COII should provide some info.	cluster20	(-)ssRNA	segmented	Bunyavirales	25	20	Mansonia
F1632_NODE_476_length_2529_cov_2.204931_1	F1632_NODE_476_length_2529_cov_2.204931	N	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	1995	1	REVERSE	1994	QRW41713.1	2099	37.8	613	Monjiviricetes	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	37.8	F1632_NODE_476_length_2529_cov_2.204931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1632_NODE_737_length_2202_cov_1.634839_1	F1632_NODE_737_length_2202_cov_1.634839	N	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	3	2201	FORWARD	2198	QRW41713.1	2099	39.4	686	Monjiviricetes	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	39.4	F1632_NODE_737_length_2202_cov_1.634839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
