nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NA	Snubberrored_virus_F1147C1F1147	Snubberrored_virus_F1147C1F1147	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1147	F1147	F1147_NODE_1_length_11305_cov_1652.532000_1	F1147_NODE_1_length_11305_cov_1652.532000	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	_	cluster9
NA	Binsibes_virus_F1191C4F1191	Binsibes_virus_F1191C4F1191	Aedes sp albopictus or gardneri	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C4	F1191	F1191	F1191_NODE_4_length_9750_cov_4006.621454_2	F1191_NODE_4_length_9750_cov_4006.621454	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1194; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27
NA	Aedes_binegev_like_virus_2_subsp2_F1194C83F1006	Aedes_binegev_like_virus_2_subsp2_F1194C83F1006	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C83	F1194	F1006	F1194_NODE_83_length_4344_cov_522.683143_2	F1194_NODE_83_length_4344_cov_522.683143	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp2_F1194C83F1013	Aedes_binegev_like_virus_2_subsp2_F1194C83F1013	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C83	F1194	F1013	F1194_NODE_83_length_4344_cov_522.683143_2	F1194_NODE_83_length_4344_cov_522.683143	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp2_F1194C83F1014	Aedes_binegev_like_virus_2_subsp2_F1194C83F1014	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C83	F1194	F1014	F1194_NODE_83_length_4344_cov_522.683143_2	F1194_NODE_83_length_4344_cov_522.683143	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp2_F1194C83F1015	Aedes_binegev_like_virus_2_subsp2_F1194C83F1015	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C83	F1194	F1015	F1194_NODE_83_length_4344_cov_522.683143_2	F1194_NODE_83_length_4344_cov_522.683143	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Aedes_binegev_like_virus_2_subsp2_F1194C83F1194	Aedes_binegev_like_virus_2_subsp2_F1194C83F1194	Aedes sp albopictus or gardneri	Aedes	Cambodia	Cambodia:Pursat	2019	NA	NA	C83	F1194	F1194	F1194_NODE_83_length_4344_cov_522.683143_2	F1194_NODE_83_length_4344_cov_522.683143	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1191; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27
NA	Aedes_binegev_like_virus_2_subsp2_F1194C83F1508	Aedes_binegev_like_virus_2_subsp2_F1194C83F1508	Aedes albopictus	Aedes	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C83	F1194	F1508	F1194_NODE_83_length_4344_cov_522.683143_2	F1194_NODE_83_length_4344_cov_522.683143	Aedes albopictus	correct	Aedes albopictus	_	cluster28
NA	Blearence_virus_F1290C1F1290	Blearence_virus_F1290C1F1290	Culex nigropunctatus	Culex	Cambodia	Cambodia:Pursat	2019	NA	NA	C1	F1290	F1290	F1290_NODE_1_length_10283_cov_3875.610872_2	F1290_NODE_1_length_10283_cov_3875.610872	Culex nigropunctatus	correct	Culex nigropunctatus	very clean cluster	cluster6
NA	Undsholming_virus_F1359C1F1018	Undsholming_virus_F1359C1F1018	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1359	F1018	F1359_NODE_1_length_14961_cov_86.217563_1	F1359_NODE_1_length_14961_cov_86.217563	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1
NA	Undsholming_virus_F1359C1F1359	Undsholming_virus_F1359C1F1359	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1359	F1359	F1359_NODE_1_length_14961_cov_86.217563_1	F1359_NODE_1_length_14961_cov_86.217563	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1
NA	Verstrife_virus_F1359C2F1018	Verstrife_virus_F1359C2F1018	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2	F1359	F1018	F1359_NODE_2_length_14873_cov_82.619989_1	F1359_NODE_2_length_14873_cov_82.619989	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1
NA	Verstrife_virus_F1359C2F1359	Verstrife_virus_F1359C2F1359	Anopheles peditaeniatus	Anopheles	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C2	F1359	F1359	F1359_NODE_2_length_14873_cov_82.619989_1	F1359_NODE_2_length_14873_cov_82.619989	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1
NA	Exquased_virus_F1371C2F1021	Exquased_virus_F1371C2F1021	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C2	F1371	F1021	F1371_NODE_2_length_10261_cov_47.214776_1	F1371_NODE_2_length_10261_cov_47.214776	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22
NA	Exquased_virus_F1371C2F1371	Exquased_virus_F1371C2F1371	Armigeres subalbatus	Armigeres	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C2	F1371	F1371	F1371_NODE_2_length_10261_cov_47.214776_1	F1371_NODE_2_length_10261_cov_47.214776	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22
